event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_simultaneous_passing_options,passing_option_at_pass_moment,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
7_1394,2153,130560,32716,32723,53:13.6,53:14.3,53,13,0.7,2,2,right_to_left,7,passing_option,,,10067,S. Cook,5,CB,4581,J. Colback,3,LWB,747,Nottingham,39.2,4.23,3,center,3,attacking_third,True,37.39,3.55,3,center,3,attacking_third,True,8_552,32710,,,,1,winning,1,0,247,,,,,,,,7,set_play,13,defending_set_play,,,,,,,,,,,,,True,False,1.64,-159.41,2,backward,False,False,9.91,1,jogging,2.35,2.35,0.0,47.46,46.08,8.26,8.69,0.43,5.04,6.42,1.38,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,9.23,1,short,-52.09,4,sideway_right,,,,,,,True,10,8,2,3,ahead,3,ahead,9.65,9.23,31.7,10.3,2,half_space_left,3,attacking_third,False,31.72,10.83,2,half_space_left,3,attacking_third,False,False,False,,False,False,0.0117,0.8587,0.6851,True,32723,False,,,,,,,1,True,,,,True,True,,,False
8_553,2154,130560,32730,32736,53:15.0,53:15.6,53,15,0.6,2,2,right_to_left,8,player_possession,,,36079,P. Zinckernagel,15,AM,,,,,747,Nottingham,30.04,5.59,3,center,3,attacking_third,False,30.56,6.73,3,center,3,attacking_third,False,,,,,,1,winning,1,0,247,2,False,False,True,False,4,False,7,set_play,13,defending_set_play,1,create,9,medium_block,2,finish,8,low_block,,,,,True,False,1.26,65.48,3,sideway_left,,,7.41,1,jogging,3.59,2.47,-1.11,44.58,44.1,14.54,13.54,-1.0,7.92,8.4,0.48,False,False,1,pass_reception,2,shot,False,False,False,False,False,False,False,-107.02,4,sideway_right,7.17,1,short,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,1,1,1,2,0,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,,False
7_1395,2155,130560,32730,32736,53:15.0,53:15.6,53,15,0.6,2,2,right_to_left,7,passing_option,,,4581,J. Colback,3,LWB,36079,P. Zinckernagel,15,AM,747,Nottingham,32.09,11.76,2,half_space_left,3,attacking_third,False,33.01,13.16,2,half_space_left,3,attacking_third,False,8_553,32730,,,,1,winning,1,0,247,,,,,,,,7,set_play,13,defending_set_play,,,,,,,,,,,,,True,False,1.68,56.69,3,sideway_left,False,False,10.04,1,jogging,4.35,4.46,0.11,44.58,44.1,12.49,11.09,-1.4,7.92,8.4,0.48,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,6.69,1,short,70.97,3,sideway_left,,,,,,,False,10,9,1,2,same_line,2,same_line,6.5,6.88,30.04,5.59,3,center,3,attacking_third,False,30.56,6.73,3,center,3,attacking_third,False,False,False,,False,False,0.0174,0.9905,0.9118,True,32733,True,,,,,,,1,False,,,,True,True,,,False
7_1396,2156,130560,32736,32736,53:15.6,53:15.6,53,15,0.0,2,2,right_to_left,7,passing_option,,,10067,S. Cook,5,CB,36079,P. Zinckernagel,15,AM,747,Nottingham,34.01,2.72,3,center,3,attacking_third,False,34.01,2.72,3,center,3,attacking_third,False,8_553,32730,,,,1,winning,1,0,247,,,,,,,,7,set_play,13,defending_set_play,,,,,,,,,,,,,True,False,0.0,-164.29,2,backward,False,False,9.55,1,jogging,2.87,2.87,0.0,44.1,44.1,10.09,10.09,0.0,8.4,8.4,0.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,5.29,1,short,-49.29,4,sideway_right,,,,,,,True,10,9,1,3,ahead,3,ahead,5.29,5.29,30.56,6.73,3,center,3,attacking_third,False,30.56,6.73,3,center,3,attacking_third,False,False,False,,False,True,0.0101,0.5632,0.6225,True,32736,False,,,,,,,1,False,,,,True,True,,,False
1_206,2157,130560,32758,32804,53:17.8,53:22.4,53,17,4.6,2,2,right_to_left,1,off_ball_run,4,dropping_off,18937,D. Spence,7,RWB,36079,P. Zinckernagel,15,AM,747,Nottingham,17.36,-4.59,3,center,2,middle_third,False,-5.91,11.56,2,half_space_left,2,middle_third,False,8_554,32792,,,,1,winning,1,0,248,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,29.07,145.24,2,backward,True,False,,,,16.66,1.52,-15.14,42.07,25.09,24.71,31.0,6.29,10.43,27.41,16.98,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,behind,1,behind,16.76,4.77,26.2,9.65,2,half_space_left,3,attacking_third,False,-1.39,13.08,2,half_space_left,2,middle_third,False,True,True,False,False,False,0.0007,0.7467,0.5225,False,,False,0,False,,,,False,,,10,10,0,True,True,,True,
8_554,2158,130560,32792,32792,53:21.2,53:21.2,53,21,0.0,2,2,right_to_left,8,player_possession,,,36079,P. Zinckernagel,15,AM,,,,,747,Nottingham,4.17,11.65,2,half_space_left,2,middle_third,False,4.17,11.65,2,half_space_left,2,middle_third,False,,,,,,1,winning,1,0,248,1,False,False,True,True,2,False,1,create,9,medium_block,0,build_up,10,high_block,7,set_play,13,defending_set_play,,,,,False,False,0.0,165.32,2,backward,,,23.16,3,hsr,1.44,1.44,0.0,30.21,30.21,26.04,26.04,0.0,22.29,22.29,0.0,False,False,3,keep_possession,1,pass,True,False,False,False,True,False,False,,,,,,,1,successful,7_1399,,18937,D. Spence,7,RWB,1.04,9.46,2,half_space_left,2,middle_third,False,-5.91,11.56,2,half_space_left,2,middle_third,False,0.7467,False,0.0007,False,3,1,0,0,0,0,1,0,0,2,1,,,,,8,8,False,,,,,,,,,,,,,,,,3.82,1,short,-145.02,2,backward,4.36,1,short,-56.13,4,sideway_right,False,9,10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,True,True,,True,False
7_1397,2159,130560,32792,32792,53:21.2,53:21.2,53,21,0.0,2,2,right_to_left,7,passing_option,,,4581,J. Colback,3,LWB,36079,P. Zinckernagel,15,AM,747,Nottingham,12.75,14.73,2,half_space_left,2,middle_third,False,12.75,14.73,2,half_space_left,2,middle_third,False,8_554,32792,,,,1,winning,1,0,248,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,178.18,2,backward,False,False,22.66,3,hsr,4.47,4.47,0.0,30.21,30.21,17.46,17.46,0.0,22.29,22.29,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,9.12,1,short,19.75,1,forward,,,,,,,True,9,9,0,3,ahead,3,ahead,9.12,9.12,4.17,11.65,2,half_space_left,2,middle_third,False,4.17,11.65,2,half_space_left,2,middle_third,False,False,False,,False,True,0.0013,0.6233,0.6582,True,32792,True,,,,,,,2,True,,,,True,True,,,False
7_1398,2160,130560,32792,32792,53:21.2,53:21.2,53,21,0.0,2,2,right_to_left,7,passing_option,,,11677,B. Samba,1,GK,36079,P. Zinckernagel,15,AM,747,Nottingham,-25.61,2.73,3,center,1,defensive_third,False,-25.61,2.73,3,center,1,defensive_third,False,8_554,32792,,,,1,winning,1,0,248,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,160.14,2,backward,False,False,,,,30.63,30.63,0.0,30.21,30.21,55.82,55.82,0.0,22.29,22.29,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,31.09,3,long,-163.33,2,backward,,,,,,,False,9,10,-1,1,behind,1,behind,31.09,31.09,4.17,11.65,2,half_space_left,2,middle_third,False,4.17,11.65,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0001,0.9748,0.8179,True,32792,True,,,,,,,2,True,,,,True,True,,,True
7_1399,2161,130560,32792,32792,53:21.2,53:21.2,53,21,0.0,2,2,right_to_left,7,passing_option,,,18937,D. Spence,7,RWB,36079,P. Zinckernagel,15,AM,747,Nottingham,1.04,9.46,2,half_space_left,2,middle_third,False,1.04,9.46,2,half_space_left,2,middle_third,False,8_554,32792,1_206,4,dropping_off,1,winning,1,0,248,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,145.77,2,backward,False,False,19.25,2,running,3.14,1.52,-1.62,30.21,30.21,29.17,29.17,0.0,22.29,22.29,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,3.82,1,short,-145.02,2,backward,4.36,1,short,-56.13,4,sideway_right,False,9,10,-1,1,behind,1,behind,3.82,3.82,4.17,11.65,2,half_space_left,2,middle_third,False,4.17,11.65,2,half_space_left,2,middle_third,False,True,True,False,False,False,0.0007,0.7467,0.5225,False,32792,False,,,,,,,2,False,,,,True,True,,True,False
8_555,2162,130560,32804,32859,53:22.4,53:27.9,53,22,5.5,2,2,right_to_left,8,player_possession,,,18937,D. Spence,7,RWB,,,,,747,Nottingham,-5.91,11.56,2,half_space_left,2,middle_third,False,-26.4,-5.25,3,center,1,defensive_third,False,,,,,,1,winning,1,0,249,1,False,False,True,True,1,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,33.93,-140.63,2,backward,False,True,22.47,3,hsr,1.52,3.55,2.03,25.09,8.23,31.0,34.63,3.63,27.41,44.27,16.86,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-56.13,4,sideway_right,4.36,1,short,1,successful,7_1402,False,20237,J. Garner,9,LDM,-6.45,-23.3,5,wide_right,2,middle_third,False,-7.21,-27.09,5,wide_right,2,middle_third,False,0.9128,False,0.0005,False,3,0,1,0,1,0,2,0,0,3,0,1,2,0,2,9,9,True,541,2,,,,True,,,False,,,2,second_last,2,around,26.9,2,medium,-42.14,1,forward,20.85,2,medium,-31.01,1,forward,True,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,1,True,True,True,True,False
7_1400,2163,130560,32804,32848,53:22.4,53:26.8,53,22,4.4,2,2,right_to_left,7,passing_option,,,11677,B. Samba,1,GK,18937,D. Spence,7,RWB,747,Nottingham,-29.67,3.92,3,center,1,defensive_third,False,-39.96,2.29,3,center,1,defensive_third,False,8_555,32804,,,,1,winning,1,0,249,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,12.23,-171.0,2,backward,False,False,9.79,1,jogging,26.45,11.47,-14.98,25.09,9.6,54.76,49.56,-5.2,27.41,42.9,15.49,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,19.32,2,medium,-159.74,2,backward,,,,,,,False,10,10,0,1,behind,1,behind,24.96,12.55,-5.91,11.56,2,half_space_left,2,middle_third,False,-27.58,0.23,3,center,1,defensive_third,False,False,False,,False,False,0.0001,0.9727,0.9833,True,32817,True,,,,,,,2,False,,,,True,True,,,False
7_1401,2164,130560,32832,32854,53:25.2,53:27.4,53,25,2.2,2,2,right_to_left,7,passing_option,,,10067,S. Cook,5,CB,18937,D. Spence,7,RWB,747,Nottingham,-12.35,0.68,3,center,2,middle_third,False,-22.41,-2.48,3,center,1,defensive_third,False,8_555,32804,,,,1,winning,1,0,249,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,10.58,-162.56,2,backward,False,False,16.88,2,running,11.13,6.26,-4.88,13.88,8.69,26.23,31.1,4.87,38.62,43.81,5.19,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,541,2,,,,False,,,False,,,,,,,14.71,1,short,-34.5,1,forward,,,,,,,True,9,9,0,3,ahead,3,ahead,14.71,4.76,-24.47,9.01,3,center,1,defensive_third,False,-27.15,-2.94,3,center,1,defensive_third,False,False,False,,False,False,0.0003,0.9563,0.6363,True,32832,False,,,,,,,2,True,,,,True,True,,,False
7_1402,2165,130560,32853,32859,53:27.3,53:27.9,53,27,0.6,2,2,right_to_left,7,passing_option,,,20237,J. Garner,9,LDM,18937,D. Spence,7,RWB,747,Nottingham,-5.01,-22.5,5,wide_right,2,middle_third,False,-6.45,-23.3,5,wide_right,2,middle_third,False,8_555,32804,,,,1,winning,1,0,249,,,,,,,,0,build_up,10,high_block,,,,,,,,,,,,,False,False,1.65,-150.95,2,backward,False,False,,,,13.65,4.65,-9.0,8.81,8.23,13.82,14.68,0.86,43.69,44.27,0.58,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,541,2,,,,True,2,around,False,,,2,second_last,2,around,26.9,2,medium,-42.14,1,forward,20.85,2,medium,-31.01,1,forward,True,9,6,3,3,ahead,3,ahead,29.96,26.9,-27.26,-2.44,3,center,1,defensive_third,False,-26.4,-5.25,3,center,1,defensive_third,False,True,True,True,False,False,0.0005,0.9128,0.8645,True,32859,False,,,,,,,2,True,,,,True,True,,True,True
8_556,2166,130560,32879,32914,53:29.9,53:33.4,53,29,3.5,2,2,right_to_left,8,player_possession,,,20237,J. Garner,9,LDM,,,,,747,Nottingham,-7.21,-27.09,5,wide_right,2,middle_third,False,4.19,-17.44,4,half_space_right,2,middle_third,False,,,,,,1,winning,1,0,250,1,False,True,True,True,1,True,1,create,9,medium_block,11,defending_transition,4,transition,0,build_up,10,high_block,,,,,False,False,14.95,40.25,1,forward,False,True,15.79,2,running,4.65,4.41,-0.24,8.55,18.68,15.76,14.49,-1.27,43.95,33.82,-10.13,False,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,-31.01,1,forward,20.85,2,medium,2,unsuccessful,7_1404,,26671,B. Johnson,19,CF,16.2,-24.77,5,wide_right,2,middle_third,False,,,,,,,,0.6685,False,0.0077,False,3,2,0,0,0,0,3,0,0,3,0,2,2,2,3,3,4,False,,,,,,,,,,,,,,,,14.07,1,short,-31.4,1,forward,,,,,,,True,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,True,True,True,True,False
7_1403,2167,130560,32880,32907,53:30.0,53:32.7,53,30,2.7,2,2,right_to_left,7,passing_option,,,16333,J. Worrall,6,RCB,20237,J. Garner,9,LDM,747,Nottingham,2.77,-10.65,4,half_space_right,2,middle_third,False,-4.73,-13.89,4,half_space_right,2,middle_third,False,8_556,32879,1_208,2,coming_short,1,winning,1,0,250,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,8.51,-156.64,2,backward,False,False,,,,4.92,6.92,2.0,8.61,15.64,5.84,20.37,14.53,43.89,36.86,-7.03,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,541,2,,,,False,,,False,,,,,,,18.88,2,medium,59.55,3,sideway_left,,,,,,,True,6,3,3,3,ahead,1,behind,19.21,7.88,-7.06,-27.15,5,wide_right,2,middle_third,False,1.03,-19.27,4,half_space_right,2,middle_third,False,False,False,,False,False,0.0022,0.8862,0.8624,True,32881,True,,,,,,,2,False,,,,True,True,,,False
7_1404,2168,130560,32881,32914,53:30.1,53:33.4,53,30,3.3,2,2,right_to_left,7,passing_option,,,26671,B. Johnson,19,CF,20237,J. Garner,9,LDM,747,Nottingham,8.26,-10.59,4,half_space_right,2,middle_third,False,16.2,-24.77,5,wide_right,2,middle_third,False,8_556,32879,1_207,8,run_ahead_of_the_ball,1,winning,1,0,250,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,16.69,-60.75,4,sideway_right,True,False,19.28,2,running,3.77,4.91,1.14,8.68,18.68,0.42,2.48,2.06,43.82,33.82,-10.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,14.07,1,short,-31.4,1,forward,,,,,,,True,6,2,4,3,ahead,3,ahead,22.49,14.07,-6.92,-27.19,5,wide_right,2,middle_third,False,4.19,-17.44,4,half_space_right,2,middle_third,False,True,False,,False,False,0.0077,0.6685,0.9673,True,32914,True,,,,,,,2,True,,,,True,True,,,False
1_207,2169,130560,32883,32923,53:30.3,53:34.3,53,30,4.0,2,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,26671,B. Johnson,19,CF,20237,J. Garner,9,LDM,747,Nottingham,8.34,-11.4,4,half_space_right,2,middle_third,False,20.64,-26.13,5,wide_right,3,attacking_third,False,8_556,32879,,,,1,winning,1,0,250,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,21.09,-50.14,4,sideway_right,True,False,19.38,2,running,3.7,3.47,-0.23,8.82,22.03,0.48,1.39,0.91,43.68,30.47,-13.21,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,21.77,16.63,-6.62,-27.21,5,wide_right,2,middle_third,False,7.31,-16.19,4,half_space_right,2,middle_third,False,True,False,,False,False,0.0077,0.6685,0.9673,True,,True,1,False,,,,True,,,2,1,-1,True,True,,,
1_208,2170,130560,32887,32895,53:30.7,53:31.5,53,30,0.8,2,2,right_to_left,1,off_ball_run,2,coming_short,16333,J. Worrall,6,RCB,20237,J. Garner,9,LDM,747,Nottingham,1.19,-12.54,4,half_space_right,2,middle_third,False,-2.42,-13.5,4,half_space_right,2,middle_third,False,8_556,32879,,,,1,winning,1,0,250,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,3.75,-165.11,2,backward,False,False,,,,7.88,6.86,-1.02,9.15,10.69,7.96,13.11,5.15,43.35,41.81,-1.54,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,2,same_line,15.9,10.37,-6.05,-26.7,5,wide_right,2,middle_third,False,-4.22,-23.71,5,wide_right,2,middle_third,False,False,False,,False,False,0.0016,0.9756,0.9781,True,,True,1,False,,,,True,,,6,4,-2,True,True,,,
7_1405,2171,130560,32888,32914,53:30.8,53:33.4,53,30,2.6,2,2,right_to_left,7,passing_option,,,18570,R. Yates,11,RDM,20237,J. Garner,9,LDM,747,Nottingham,-1.32,-9.4,4,half_space_right,2,middle_third,False,6.48,-7.92,3,center,2,middle_third,False,8_556,32879,,,,1,winning,1,0,250,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,8.76,10.74,1,forward,False,False,12.08,1,jogging,5.12,4.28,-0.84,9.27,18.68,10.59,12.2,1.61,43.23,33.82,-9.41,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,13.75,1,short,69.75,3,sideway_left,,,,,,,True,6,4,2,3,ahead,2,same_line,17.64,9.79,-5.9,-26.44,5,wide_right,2,middle_third,False,4.19,-17.44,4,half_space_right,2,middle_third,False,False,False,,False,False,0.0066,0.9224,0.9233,True,32896,False,,,,,,,2,True,,,,True,True,,,False
8_557,2172,130560,32926,32943,53:34.6,53:36.3,53,34,1.7,2,1,left_to_right,8,player_possession,,,61779,L. Colwill,4,LCB,,,,,309,Huddersfield,-21.02,23.57,1,wide_left,1,defensive_third,False,-13.66,27.81,1,wide_left,2,middle_third,False,,,,,,2,losing,0,1,251,1,True,False,False,True,3,True,4,transition,11,defending_transition,5,chaotic,5,chaotic,9,medium_block,1,create,,,,,False,False,8.11,29.95,1,forward,False,False,18.17,2,running,2.89,5.24,2.36,14.7,13.4,35.72,27.06,-8.66,37.8,39.1,1.3,True,False,2,pass_interception,1,pass,False,False,True,False,False,False,False,,,,,,,1,successful,7_1408,False,24580,L. O'Brien,12,LM,3.77,16.75,2,half_space_left,2,middle_third,False,4.11,18.26,2,half_space_left,2,middle_third,False,0.866,False,0.0047,False,3,0,2,0,2,0,3,0,0,3,0,2,3,2,3,5,8,True,532,3,False,,,True,,,False,,,2,second_last,1,through,20.64,2,medium,-32.4,1,forward,18.25,2,medium,-44.84,1,forward,True,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,1,True,True,True,True,False
7_1406,2173,130560,32926,32943,53:34.6,53:36.3,53,34,1.7,2,1,left_to_right,7,passing_option,,,17678,D. Sinani,20,RF,61779,L. Colwill,4,LCB,309,Huddersfield,1.74,22.67,1,wide_left,2,middle_third,False,-1.91,28.55,1,wide_left,2,middle_third,False,8_557,32926,,,,2,losing,0,1,251,,,,,,,,4,transition,11,defending_transition,,,,,,,,,,,,,False,False,6.62,121.83,3,sideway_left,False,False,14.72,1,jogging,10.31,8.88,-1.42,14.7,13.4,12.96,15.31,2.35,37.8,39.1,1.3,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,532,3,False,,,True,2,around,False,,,2,second_last,2,around,15.2,2,medium,-0.34,1,forward,,,,,,,True,8,5,3,3,ahead,3,ahead,22.78,11.77,-21.02,23.57,1,wide_left,1,defensive_third,False,-13.66,27.81,1,wide_left,2,middle_third,False,False,False,,False,False,0.0017,0.9274,0.9707,True,32938,True,,,,,,,2,True,,,,True,True,,,False
7_1407,2174,130560,32926,32943,53:34.6,53:36.3,53,34,1.7,2,1,left_to_right,7,passing_option,,,26649,H. Toffolo,3,LWB,61779,L. Colwill,4,LCB,309,Huddersfield,-12.03,19.41,2,half_space_left,2,middle_third,False,-15.36,24.24,1,wide_left,2,middle_third,False,8_557,32926,,,,2,losing,0,1,251,,,,,,,,4,transition,11,defending_transition,,,,,,,,,,,,,False,False,5.96,124.58,3,sideway_left,True,False,13.41,1,jogging,4.88,5.63,0.75,14.7,13.4,26.73,28.76,2.03,37.8,39.1,1.3,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,9.11,1,short,-29.6,1,forward,,,,,,,True,9,8,1,3,ahead,2,same_line,9.91,3.95,-21.02,23.57,1,wide_left,1,defensive_third,False,-13.66,27.81,1,wide_left,2,middle_third,False,False,False,,False,False,0.0007,0.9606,0.9066,True,32928,True,,,,,,,2,True,,,,True,True,,,False
